标题,标题链接,sal,er,er2,er1,字段1,采集时间,抓取时间
ai架构工程师,https://jobs.51job.com/guangzhou-byq/171104520.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3万·13薪,广州杜若方洲电子商务,,民营,50-150人,,2026-05-14 19:22:29
AI架构高级主任,https://jobs.51job.com/shenzhen-lhq/171099548.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,60-100万/年,前锦网络信息技术（上海）,,已上市,5000-10000人,,2026-05-14 19:22:29
汽车SOC&BSP高级软件工程师,https://jobs.51job.com/shanghai-pdxq/170712842.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万,阿驰塔（上海）软件技术,,民营,50-150人,,2026-05-14 19:22:29
跨境电商视觉设计(J10761),https://jobs.51job.com/shanghai-mhq/171096149.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-1.7万,上海三问家居科技,,民营,150-500人,,2026-05-14 19:22:29
视觉语音应用工程师,https://jobs.51job.com/changsha-lys/167591668.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.2万,蓝思科技,,已上市,10000人以上,,2026-05-14 19:22:51
AI算法工程师,https://jobs.51job.com/zhaoqing/171071331.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-2万,广东铝遊家科技,,民营,150-500人,,2026-05-14 19:22:51
AI驱动的内容与SEO优化专员（太阳能产品方向）,https://jobs.51job.com/shenzhen-lgq/171061075.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-1.5万·13薪,北京汇能精电科技股份有限公司深圳,,已上市,150-500人,,2026-05-14 19:22:51
数据科学工程师（应届管培生）,https://jobs.51job.com/beijing-hdq/164927856.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,5千-1万,贝咨曼管理咨询（北京）,,民营,150-500人,,2026-05-14 19:22:51
AI交互开发工程师（应届管培生）,https://jobs.51job.com/beijing-hdq/164938961.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,5千-1万,贝咨曼管理咨询（北京）,,民营,150-500人,,2026-05-14 19:22:51
python开发-外企环境-英文,https://jobs.51job.com/xian/170894922.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-1.8万,深圳市法本信息技术,,已上市,10000人以上,,2026-05-14 19:22:51
高级AI算法工程师 (MJ000740),https://jobs.51job.com/beijing-ftq/171046447.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,3-4万·13薪,卓望数码技术（深圳）,,外资（非欧美）,1000-5000人,,2026-05-14 19:22:51
高级AI算法工程师 (MJ000739),https://jobs.51job.com/beijing-ftq/171046351.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,3-4万·13薪,卓望数码技术（深圳）,,外资（非欧美）,1000-5000人,,2026-05-14 19:22:51
高级AI算法工程师 (MJ000737),https://jobs.51job.com/beijing-ftq/171045370.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,3-4万·13薪,卓望数码技术（深圳）,,外资（非欧美）,1000-5000人,,2026-05-14 19:22:51
AI应用开发工程师,https://jobs.51job.com/hefei-jkq/166414091.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.8-2.4万,中机第一设计研究院,,国企,500-1000人,,2026-05-14 19:22:51
人工智能算法（金融科技部）(J11083),https://jobs.51job.com/nanjing-jyq/171039320.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-3万,南京证券,,国企,1000-5000人,,2026-05-14 19:22:51
AI大模型应用工程师/架构师,https://jobs.51job.com/beijing-ftq/171036493.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.6-3.2万,广州碧软信息科技,,合资,500-1000人,,2026-05-14 19:22:51
IT 智能化系统集成工程师 / 高级项目经理,https://jobs.51job.com/shenzhen-baq/171034228.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-2.5万,惠州市汇景丰物业管理,,民营,150-500人,,2026-05-14 19:22:51
ai助理工程师（接受25/26届）,https://jobs.51job.com/guangzhou-hzq/171029659.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,5-6千,广州优卡普科技,,民营,50-150人,,2026-05-14 19:22:51
中级算法工程师（具身交互和集成方向）,https://jobs.51job.com/guangzhou-hpq/171010218.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3.5万·14薪,前锦网络信息技术（上海）,,已上市,5000-10000人,,2026-05-14 19:22:51
高级售前技术支持工程师,https://jobs.51job.com/chengdu-gxq/151748316.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,10-18万/年,四川瑞霆智汇科技,,民营,150-500人,,2026-05-14 19:22:51
nlp算法工程师,https://jobs.51job.com/shenzhen-luohuqu/163303525.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万,深圳市紫川软件,,民营,500-1000人,,2026-05-14 19:22:51
数字化工程师,https://jobs.51job.com/nanjing/157053727.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-2万·15薪,南京奥托立夫汽车安全系统,,外资（欧美）,1000-5000人,,2026-05-14 19:22:51
AI工程师,https://jobs.51job.com/guangzhou-byq/170987423.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,15-25万/年,逸仙生物科技（广州）,,合资,500-1000人,,2026-05-14 19:22:51
ai工程师,https://jobs.51job.com/dongguan-hlz/170966081.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.2-1.8万,广东豪斯特汽车零部件,,民营,150-500人,,2026-05-14 19:22:51
AI应用开发工程师,https://jobs.51job.com/wuhan/170956074.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万,武汉生之源生物科技,,民营,150-500人,,2026-05-14 19:23:13
大模型研发工程师,https://jobs.51job.com/nanchang-ncx/170941951.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,8千-1.5万·13薪,江西耀康智能科技,,民营,50-150人,,2026-05-14 19:23:13
AI应用工程师（电子商务方向）,https://jobs.51job.com/chengdu-gxq/169601296.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万·13薪,成都普赛睿生物医药科技,,民营,50-150人,,2026-05-14 19:23:13
算法工程师（多模态大模型方向）-拔尖计划,https://jobs.51job.com/beijing-cpq/170934953.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-2.6万·18薪,中国移动通信有限公司在线营销服务中心,,国企,10000人以上,,2026-05-14 19:23:13
高级JAVA开发工程师,https://jobs.51job.com/ningbo-yzq/170930697.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万·15薪,水上载运装备安全研究院（宁波）,,国企,150-500人,,2026-05-14 19:23:13
Consultant Specialist ID204224,https://jobs.51job.com/guangzhou/170929796.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-4万,汇丰软件开发（广东）,,外资（欧美）,1000-5000人,,2026-05-14 19:23:13
预测算法工程师,https://jobs.51job.com/hefei-ssq/170909254.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3万·15薪,阳光新能源开发,,民营,1000-5000人,,2026-05-14 19:23:13
AI应用工程师,https://jobs.51job.com/jiangmen-pjq/170906585.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,7千-1万·13薪,江门市蒙德电气,,已上市,150-500人,,2026-05-14 19:23:13
python开发工程师,https://jobs.51job.com/guangzhou-pyq/170904711.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,8千-1.2万,广东能哥知识科技,,民营,50-150人,,2026-05-14 19:23:13
大模型算法工程师（电力行业方向）,https://jobs.51job.com/nanjing-jyq/170902207.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万,江苏林洋能源,,已上市,5000-10000人,,2026-05-14 19:23:13
高级AI算法工程师,https://jobs.51job.com/chengdu-chq/170886655.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3万,成都开方数据科技,,民营,150-500人,,2026-05-14 19:23:13
AI模型架构师,https://jobs.51job.com/shanghai-ptq/170541755.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,15-30万/年,中铁建工集团,,国企,500-1000人,,2026-05-14 19:23:13
交互设计师,https://jobs.51job.com/shenzhen-nsq/170880354.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.2-1.8万,深圳市鹏劳人力资源管理,,国企,10000人以上,,2026-05-14 19:23:13
人工智能高级顾问,https://jobs.51job.com/chengdu/170856466.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.3-1.7万·13薪,普华永道商务服务（成都）,,外资（非欧美）,1000-5000人,,2026-05-14 19:23:13
CEO助理,https://jobs.51job.com/shanghai-pdxq/170850459.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-2.5万,上海谦舟商务咨询,,民营,少于50人,,2026-05-14 19:23:13
高级AI应用开发工程师,https://jobs.51job.com/shenzhen-nsq/170846558.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2.8-3.5万,深圳华强实业,,已上市,1000-5000人,,2026-05-14 19:23:13
AI开发工程师,https://jobs.51job.com/shenzhen-baq/170833447.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.6-3万,傲雷科技集团,,民营,1000-5000人,,2026-05-14 19:23:13
AI 实习生,https://jobs.51job.com/shenzhen-baq/170821638.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,6千-1.2万·13薪,深圳市新源润产品信息技术,,民营,50-150人,,2026-05-14 19:23:13
AI技术研究员（内容与模型）,https://jobs.51job.com/nanjing-lhq/170817369.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-4万,南京钢铁联合,,合资,5000-10000人,,2026-05-14 19:23:13
(Senior) Regulatory Affairs Manager,https://jobs.51job.com/beijing/170812634.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,3-6万,诺华（中国）生物医学研究,,外资（欧美）,150-500人,,2026-05-14 19:23:13
AI训练师（侧重销售管理）,https://jobs.51job.com/zhuhai-xzq/170806060.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-1.5万·14薪,珠海丽珠试剂,,已上市,500-1000人,,2026-05-14 19:23:35
AI研发工程师,https://jobs.51job.com/suzhou-gyyq/170797724.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3万,常州华数锦明智能装备技术研究院,,已上市,150-500人,,2026-05-14 19:23:35
AI研发工程师,https://jobs.51job.com/changzhou-wjq/170797611.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-3万,常州华数锦明智能装备技术研究院,,已上市,150-500人,,2026-05-14 19:23:35
具身智能算法工程师（具身交互和集成） (MJ004293),https://jobs.51job.com/guangzhou/170767527.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2.5-4.5万·14薪,广电运通集团,,已上市,10000人以上,,2026-05-14 19:23:35
多模态大模型算法工程师,https://jobs.51job.com/beijing-dxq/170767475.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-4万,深圳蚂蚁工场科技,,民营,150-500人,,2026-05-14 19:23:35
AI算法工程师,https://jobs.51job.com/guangzhou-thq/163281495.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.2-1.6万,广东华南水电高新技术开发,,国企,150-500人,,2026-05-14 19:23:35
AI应用工程师,https://jobs.51job.com/jiangmen-pjq/170744556.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,6千-1万,江门市蒙德电气,,已上市,150-500人,,2026-05-14 19:23:35
高级算法工程师,https://jobs.51job.com/guangzhou-thq/164768961.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3.5万·13薪,广东科耀智能科技,,民营,少于50人,,2026-05-14 19:23:35
软件研发工程师,https://jobs.51job.com/maanshan/155571894.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-1.3万,江苏南大电子信息技术,,民营,150-500人,,2026-05-14 19:23:35
多模态大模型算法工程师,https://jobs.51job.com/chengdu-jjq/170731797.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,25-35万/年,四川九洲投资控股集团,,国企,10000人以上,,2026-05-14 19:23:35
ai研发工程师,https://jobs.51job.com/changsha-ylq/170723291.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,5千-1万,湖南佰瑞信息技术,,民营,少于50人,,2026-05-14 19:23:35
Consulting - AI工程师 (后台岗位) (MJ002809),https://jobs.51job.com/shanghai-pdxq/170720818.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万,安永华明会计师事务所（特殊普通合伙）上海分所,,合资,,,2026-05-14 19:23:35
机器学习工程师(J10079),https://jobs.51job.com/changzhou-wjq/167918957.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3万,开迈斯新能源科技,,合资,150-500人,,2026-05-14 19:23:35
大模型算法工程师,https://jobs.51job.com/dongguan-wjq/170300272.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-4万,东莞市普华精密机械,,民营,150-500人,,2026-05-14 19:23:35
AI开发工程师,https://jobs.51job.com/huangshi-dys/170671218.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.2-1.8万,前锦网络信息技术（上海）,,已上市,5000-10000人,,2026-05-14 19:23:35
算法工程师,https://jobs.51job.com/shenzhen/164593474.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3万·15薪,深圳市雄帝科技,,民营,500-1000人,,2026-05-14 19:23:35
人工智能开发工程师,https://jobs.51job.com/wuhan-dhxjs/170657194.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万,武汉康录生物技术,,民营,50-150人,,2026-05-14 19:23:35
人工智能开发工程师,https://jobs.51job.com/wuhan-dhxjs/170644685.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万,武汉康录生物技术,,民营,50-150人,,2026-05-14 19:23:35
AI应用工程师,https://jobs.51job.com/shanghai-mhq/170627566.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,3-5万,上海博而诺电子科技,,民营,少于50人,,2026-05-14 19:23:35
算法工程师（大语言模型方向）,https://jobs.51job.com/chongqing-jjq/170603042.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,16-24万/年,中冶赛迪集团,,国企,,,2026-05-14 19:23:35
AI大模型应用工程师,https://jobs.51job.com/dongguan-cpz/170590863.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万,广东华创智能技术,,民营,150-500人,,2026-05-14 19:23:57
AI应用架构师,https://jobs.51job.com/wuhan/170587464.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.8-3万,艾普工华科技（武汉）,,民营,150-500人,,2026-05-14 19:23:57
AI Infra 工程师 (计算算子开发和优化),https://jobs.51job.com/shenzhen-ftq/170587098.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-4万,深圳河套学院,,事业单位,50-150人,,2026-05-14 19:23:57
大模型算法工程师,https://jobs.51job.com/jiujiang-xsx/170580083.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-1.7万,江西豪斯特汽车零部件,,民营,1000-5000人,,2026-05-14 19:23:57
AI项目经理,https://jobs.51job.com/nanjing-pkq/170579821.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.4-1.7万,江苏艾津作物科技集团,,民营,150-500人,,2026-05-14 19:23:57
AI应用工程师,https://jobs.51job.com/shanghai-jaq/170572282.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.8-2.8万·13薪,上海复硕正态质量技术服务,,民营,50-150人,,2026-05-14 19:23:57
AI大模型/智能体应用工程师,https://jobs.51job.com/wuhan-jhq/170561458.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-2万,中电科长江数据,,国企,150-500人,,2026-05-14 19:23:57
科学智能体（AI Agent）系统工程师(蓝星聚变),https://jobs.51job.com/hefei/170550781.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,25-50万/年,安徽省人力资源,,国企,50-150人,,2026-05-14 19:23:57
智能制造算法工程师,https://jobs.51job.com/foshan-sdq/170499575.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.8-3万,深圳空间梦想智能装备,,民营,1000-5000人,,2026-05-14 19:23:57
AI应用专家,https://jobs.51job.com/huizhou-zkq/162379872.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,3-5万·16薪,惠州亿纬锂能,,已上市,10000人以上,,2026-05-14 19:23:57
AI工程师,https://jobs.51job.com/lanzhou/170483779.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,9千-1.3万·14薪,西藏奇正藏药,,已上市,1000-5000人,,2026-05-14 19:23:57
算法工程师（大模型）,https://jobs.51job.com/chengdu-slq/170478272.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2-3.5万,四川华体照明科技,,已上市,150-500人,,2026-05-14 19:23:57
IIOT平台工程师,https://jobs.51job.com/suzhou-gxq/170464114.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万,威卡自动化仪表（苏州）,,外资（欧美）,150-500人,,2026-05-14 19:23:57
AI开发工程师,https://jobs.51job.com/shenzhen-ftq/170445098.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万,深圳长城开发科技,,国企,10000人以上,,2026-05-14 19:23:57
AI大模型应用开发工程师,https://jobs.51job.com/changzhou-wjq/170440081.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-2万,常州孟腾智能装备,,民营,500-1000人,,2026-05-14 19:23:57
AI大模型应用工程师（新能源方向）2名,https://jobs.51job.com/shenzhen-nsq/170399265.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,39-40万/年,中石油深圳新能源研究院,,国企,50-150人,,2026-05-14 19:23:57
AI工程师,https://jobs.51job.com/guangzhou-zcq/165901156.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,8千-1.5万,广州景颐光电科技,,民营,少于50人,,2026-05-14 19:23:57
IT工程师（AI项目管理）,https://jobs.51job.com/dongguan-wjq/170318286.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-1.8万,东莞富尚科技,,民营,150-500人,,2026-05-14 19:23:57
IT工程师,https://jobs.51job.com/dongguan-wjq/170311846.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1-1.8万,东莞富尚科技,,民营,150-500人,,2026-05-14 19:23:57
ai工程师,https://jobs.51job.com/changsha-csx/170303034.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,8千-1.5万,长沙麦都网络科技,,民营,150-500人,,2026-05-14 19:23:57
大模型应用开发,https://jobs.51job.com/changzhou-wjq/170283699.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2.5万,常州孟腾智能装备,,民营,500-1000人,,2026-05-14 19:24:19
软件开发（AI）,https://jobs.51job.com/suzhou-gyyq/170259457.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-2万,苏州华兴源创科技,,已上市,1000-5000人,,2026-05-14 19:24:19
AI产品经理（研究应用）,https://jobs.51job.com/shanghai-hpq/170250139.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.5-3万·14薪,上海马酷文化传播,,民营,少于50人,,2026-05-14 19:24:19
应用工程师(J10405),https://jobs.51job.com/shanghai-mhq/170233093.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.3-1.5万,恒为科技（上海）,,已上市,500-1000人,,2026-05-14 19:24:19
亚马逊运营,https://jobs.51job.com/wuhan-wcq/170183833.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,8千-1.5万,武汉法尔丹实业,,民营,500-1000人,,2026-05-14 19:24:19
AI工程师,https://jobs.51job.com/fuzhou-mhx/168360482.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,8千-1.3万·13薪,福建海创光电技术,,民营,1000-5000人,,2026-05-14 19:24:19
AI应用工程师,https://jobs.51job.com/guangzhou-lwq/170152040.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,2.5-3.5万,广州七乐康数字健康医疗科技,,已上市,150-500人,,2026-05-14 19:24:19
AI算法工程师,https://jobs.51job.com/guangzhou-thq/157294550.html?s=sou_sou_soulb&t=0_1&req=91bd7fd36c19f327151189ebcd6e8559,1.2-2.4万,广东德生科技,,已上市,1000-5000人,,2026-05-14 19:24:19
